Governo Federal 2018, Poderes Legislativo e Judiciário, Órgão Superior, UO, UG, Ação e PO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Filtro do relatório:;;;;;;;;;;;;;;;;;;;;;
({Esfera Orçamentária} = 1:ORCAMENTO FISCAL, 2:ORCAMENTO DE SEGURIDADE SOCIAL) E ({Mês Lançamento} = 014/2018) E ({Item Informação} = DOTACAO INICIAL, DOTACAO ATUALIZADA, DESPESAS EMPENHADAS, DESPESAS LIQUIDADAS, DESPESAS INSCRITAS EM RP NAO PROCESSADOS, DESPESAS PAGAS) E ({UO - Poder} = 1:PODER LEGISLATIVO, 2:PODER JUDICIARIO);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Páginas:;;;;;;;;;;;;;;;;;;;;;
Mês Lançamento: 014/2018;;;;;;;;;;;;;;;;;;;;;
Métrica: Saldo - R$ (Item Informação);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UO - Órgão Superior;;Unidade Orçamentária;;UG Executora;;Ação Governo;;Plano Orçamentário;;;;;;;Item Informação;9;13;23;25;27;28
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;;;976.233,79;976.233,79;;976.233,79
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMOA;AUXILIO-MORADIA PARA OUTROS AGENTES PUBLICOS - ATIVOS;;;;48.000,00;48.000,00;;48.000,00
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;12101;2;131;569;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL - DESPESAS DIVERSAS;;;;6.079,80;6.079,80;;6.079,80
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;12101;2;61;569;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;;;5.093.208,43;5.093.208,43;;5.093.208,42
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;0;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL - DESPESAS DIVERSAS;;;;9.599.573,77;9.232.715,73;366.858,04;9.153.821,78
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;2;CAPACITACAO DE RECURSOS HUMANOS;;;;218.129,33;218.129,33;;218.129,33
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90010;JUSTICA FEDERAL DE PRIMEIRO GRAU - AL;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;10;ACOES DE INFORMATICA;;;;1.734.996,80;1.683.048,66;51.948,14;1.683.048,66
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;12101;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;;;13.843.227,44;13.843.227,44;;13.843.227,44
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;12101;2;846;569;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;;;9.424.598,74;9.424.598,74;;9.424.598,74
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;158N;REFORMA DO EDIFICIO-SEDE DA SECAO JUDICIARIA EM ARACAJU - SE;12101;2;122;569;158N;0;REFORMA DO EDIFICIO-SEDE DA SECAO JUDICIARIA EM ARACAJU - SE;;;;36.143,60;36.143,60;;36.143,60
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;15NY;REFORMA DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM PROPRIA - SE;12101;2;122;569;15NY;0;REFORMA DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM PROPRIA - SE;;;;289.826,14;260.722,45;29.103,69;260.722,45
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;12101;2;301;569;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;;;923.225,27;923.225,27;;923.225,27
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;20TP;ATIVOS CIVIS DA UNIAO;12101;2;122;569;20TP;0;ATIVOS CIVIS DA UNIAO;;;;55.777.667,38;55.716.631,16;61.036,22;55.716.631,16
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;;;499.420,64;499.420,64;;499.420,64
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;;;65.167,87;65.167,87;;65.167,87
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;;;3.010.116,61;3.010.116,61;;3.010.116,61
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;;;4.614,75;4.614,75;;4.614,75
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;;;140.151,40;140.151,40;;140.151,40
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;;;652.281,77;652.281,77;;652.281,77
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMOA;AUXILIO-MORADIA PARA OUTROS AGENTES PUBLICOS - ATIVOS;;;;16.406,24;16.406,24;;16.406,24
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;12101;2;131;569;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL - DESPESAS DIVERSAS;;;;36.376,60;34.376,60;2.000,00;34.376,60
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;12101;2;61;569;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;;;2.040.831,37;2.040.831,37;;2.040.831,37
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;0;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL - DESPESAS DIVERSAS;;;;6.905.955,63;6.576.299,83;329.655,80;6.576.299,83
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;2;CAPACITACAO DE RECURSOS HUMANOS;;;;177.805,56;177.805,56;;177.805,56
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90011;JUSTICA FEDERAL DE PRIMEIRO GRAU - SE;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;10;ACOES DE INFORMATICA;;;;1.682.183,29;1.530.844,24;151.339,05;1.530.844,24
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;12101;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;;;44.607.921,33;44.602.969,16;4.952,17;44.602.969,16
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;12101;2;846;569;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;;;43.063.597,21;43.062.754,42;842,79;43.062.754,42
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;12R9;CONSTRUCAO DO EDIFICIO II DA SECAO JUDICIARIA EM SALVADOR -;12101;2;122;569;12R9;0;CONSTRUCAO DO EDIFICIO II DA SECAO JUDICIARIA EM SALVADOR - BA (JUIZADOS ESPECIAIS FEDERAIS);;;;1.386.000,00;;1.386.000,00;
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;15GM;REFORMA DE DATACENTERS NA JUSTICA FEDERAL DE 1. GRAU DA 1. R;12101;2;122;569;15GM;0;REFORMA DE DATACENTERS NA JUSTICA FEDERAL DE 1. GRAU DA 1. REGIAO;;;;128.024,36;104.039,40;23.984,96;104.039,40
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;12101;2;301;569;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;;;5.937.335,59;5.937.335,59;;5.937.335,59
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;12101;2;301;569;2004;2;EXAMES PERIODICOS - CIVIS;;;;49.563,47;49.563,47;;49.563,47
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;20TP;ATIVOS CIVIS DA UNIAO;12101;2;122;569;20TP;0;ATIVOS CIVIS DA UNIAO;;;;247.221.915,18;247.213.879,48;8.035,70;247.208.343,96
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;;;2.511.876,56;2.511.876,56;;2.511.876,56
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;;;425.437,86;425.076,91;360,95;425.076,91
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;;;12.277.035,50;12.277.035,50;;12.277.035,50
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;;;68.557,85;68.557,85;;68.557,85
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;;;706.806,81;706.806,81;;706.806,81
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;;;3.388.363,02;3.388.363,02;;3.388.363,02
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMOA;AUXILIO-MORADIA PARA OUTROS AGENTES PUBLICOS - ATIVOS;;;;334.164,66;334.164,66;;334.164,66
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;12101;2;61;569;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;;;9.110.735,04;9.110.735,04;;9.110.735,04
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;0;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL - DESPESAS DIVERSAS;;;;38.309.324,78;36.720.505,72;1.588.819,06;36.615.140,08
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;2;CAPACITACAO DE RECURSOS HUMANOS;;;;79.001,01;79.001,01;;79.001,01
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;3;MODERNIZACAO DE INSTALACOES DA JUSTICA FEDERAL;;;;875.491,92;727.184,82;148.307,10;727.184,82
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;8;MODERNIZACAO TECNOLOGICA E GESTAO DA INFORMACAO NA JUSTICA FEDERAL;;;;860.344,71;263.932,92;596.411,79;263.932,92
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;10;ACOES DE INFORMATICA;;;;1.582.101,57;1.564.784,17;17.317,40;1.564.784,17
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;7,00E+41;CONSTRUCAO DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM GUANAMBI -;12101;2;122;569;7,00E+41;0;CONSTRUCAO DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM GUANAMBI - BA;;;;1.043.110,00;12.367,96;1.030.742,04;12.367,96
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90012;JUSTICA FEDERAL DE PRIMEIRO GRAU - BA;7J62;CONSTRUCAO DO EDIFICIO-SEDE DA SUBSECAO JUDICIARIA EM CAMPO;12101;2;122;569;7J62;0;CONSTRUCAO DO EDIFICIO-SEDE DA SUBSECAO JUDICIARIA EM CAMPO FORMOSO - BA;;;;436.422,00;348.207,96;88.214,04;343.159,95
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;12101;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;;;103.011.966,52;103.011.966,52;;103.011.966,52
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;12101;2;846;569;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;;;80.002.068,20;80.002.068,20;;80.002.068,20
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;15PM;AQUISICAO DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM SAO SEBASTI;12101;2;122;569;15PM;0;AQUISICAO DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM SAO SEBASTIAO DO PARAISO - MG;;;;4.700.000,00;4.700.000,00;;4.700.000,00
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;15S1;AQUISICAO DE IMOVEL PARA A SUBSECAO JUDICIARIA DE SAO JOAO D;12101;2;122;569;15S1;0;AQUISICAO DE IMOVEL PARA A SUBSECAO JUDICIARIA DE SAO JOAO DEL REI;;;;4.900.000,00;4.900.000,00;;4.900.000,00
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;12101;2;301;569;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;;;13.254.303,76;13.254.303,76;;13.254.303,76
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;12101;2;301;569;2004;2;EXAMES PERIODICOS - CIVIS;;;;37.877,53;37.877,53;;37.877,53
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;20TP;ATIVOS CIVIS DA UNIAO;12101;2;122;569;20TP;0;ATIVOS CIVIS DA UNIAO;;;;450.692.317,32;450.692.317,32;;450.692.317,32
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;;;4.067.693,15;4.067.693,15;;4.067.693,15
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;;;227.814,01;227.814,01;;227.814,01
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;;;22.073.275,33;22.073.275,33;;22.073.275,33
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;12101;2;331;569;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;;;198.367,82;198.367,82;;198.367,82
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;;;1.562.827,82;1.562.827,82;;1.562.827,82
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;;;7.099.072,89;7.099.072,89;;7.099.072,89
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;12101;2;122;569;216H;AMOA;AUXILIO-MORADIA PARA OUTROS AGENTES PUBLICOS - ATIVOS;;;;765.688,00;765.688,00;;765.688,00
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;12101;2;61;569;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;;;10.676.972,17;10.676.972,17;;10.676.972,17
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;0;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL - DESPESAS DIVERSAS;;;;67.604.831,59;65.753.325,81;1.851.505,78;65.745.185,20
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;2;CAPACITACAO DE RECURSOS HUMANOS;;;;146.215,30;114.215,30;32.000,00;114.215,30
12000;JUSTICA FEDERAL;12101;JUSTICA FEDERAL DE PRIMEIRO GRAU;90013;JUSTICA FEDERAL DE PRIMEIRO GRAU - MG;4257;JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL;12101;2;61;569;4257;3;MODERNIZACAO DE INSTALACOES DA JUSTICA FEDERAL;;;;1.184.793,05;509.794,05;674.999,00;509.794,05
